option,gender,c-td,c-index,auc
"{'lr_rate': 0.0001, 'batch': 4096, 'decay': 0, 'weighted_decay': 0, 'net': Sequential(
  (0): Dropout(p=0.001, inplace=False)
  (1): Linear(in_features=15, out_features=10, bias=True)
  (2): ReLU()
  (3): BatchNorm1d(10, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (4): Linear(in_features=10, out_features=20, bias=True)
  (5): ReLU()
  (6): LayerNorm((20,), eps=1e-05, elementwise_affine=True)
  (7): Linear(in_features=20, out_features=40, bias=True)
  (8): ReLU()
  (9): BatchNorm1d(40, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (10): Linear(in_features=40, out_features=40, bias=True)
  (11): ReLU()
  (12): LayerNorm((40,), eps=1e-05, elementwise_affine=True)
  (13): Linear(in_features=40, out_features=40, bias=True)
  (14): ReLU()
  (15): BatchNorm1d(40, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (16): Linear(in_features=40, out_features=20, bias=True)
  (17): ReLU()
  (18): LayerNorm((20,), eps=1e-05, elementwise_affine=True)
  (19): Linear(in_features=20, out_features=1, bias=True)
), 'index': 0}",female,0.4596,0.8821,0.8652
"{'lr_rate': 0.0001, 'batch': 2048, 'decay': 0, 'weighted_decay': 0, 'net': Sequential(
  (0): Dropout(p=0.001, inplace=False)
  (1): Linear(in_features=15, out_features=10, bias=True)
  (2): ReLU()
  (3): BatchNorm1d(10, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (4): Linear(in_features=10, out_features=20, bias=True)
  (5): ReLU()
  (6): LayerNorm((20,), eps=1e-05, elementwise_affine=True)
  (7): Linear(in_features=20, out_features=40, bias=True)
  (8): ReLU()
  (9): BatchNorm1d(40, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (10): Linear(in_features=40, out_features=40, bias=True)
  (11): ReLU()
  (12): LayerNorm((40,), eps=1e-05, elementwise_affine=True)
  (13): Linear(in_features=40, out_features=40, bias=True)
  (14): ReLU()
  (15): BatchNorm1d(40, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (16): Linear(in_features=40, out_features=20, bias=True)
  (17): ReLU()
  (18): LayerNorm((20,), eps=1e-05, elementwise_affine=True)
  (19): Linear(in_features=20, out_features=1, bias=True)
), 'index': 1}",female,0.4596,0.8821,0.8652
"{'lr_rate': 0.0001, 'batch': 1024, 'decay': 0, 'weighted_decay': 0, 'net': Sequential(
  (0): Dropout(p=0.001, inplace=False)
  (1): Linear(in_features=15, out_features=10, bias=True)
  (2): ReLU()
  (3): BatchNorm1d(10, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (4): Linear(in_features=10, out_features=20, bias=True)
  (5): ReLU()
  (6): LayerNorm((20,), eps=1e-05, elementwise_affine=True)
  (7): Linear(in_features=20, out_features=40, bias=True)
  (8): ReLU()
  (9): BatchNorm1d(40, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (10): Linear(in_features=40, out_features=40, bias=True)
  (11): ReLU()
  (12): LayerNorm((40,), eps=1e-05, elementwise_affine=True)
  (13): Linear(in_features=40, out_features=40, bias=True)
  (14): ReLU()
  (15): BatchNorm1d(40, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (16): Linear(in_features=40, out_features=20, bias=True)
  (17): ReLU()
  (18): LayerNorm((20,), eps=1e-05, elementwise_affine=True)
  (19): Linear(in_features=20, out_features=1, bias=True)
), 'index': 2}",female,0.4596,0.8821,0.8652
"{'lr_rate': 0.0005, 'batch': 4096, 'decay': 0, 'weighted_decay': 0, 'net': Sequential(
  (0): Dropout(p=0.001, inplace=False)
  (1): Linear(in_features=15, out_features=10, bias=True)
  (2): ReLU()
  (3): BatchNorm1d(10, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (4): Linear(in_features=10, out_features=20, bias=True)
  (5): ReLU()
  (6): LayerNorm((20,), eps=1e-05, elementwise_affine=True)
  (7): Linear(in_features=20, out_features=40, bias=True)
  (8): ReLU()
  (9): BatchNorm1d(40, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (10): Linear(in_features=40, out_features=40, bias=True)
  (11): ReLU()
  (12): LayerNorm((40,), eps=1e-05, elementwise_affine=True)
  (13): Linear(in_features=40, out_features=40, bias=True)
  (14): ReLU()
  (15): BatchNorm1d(40, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (16): Linear(in_features=40, out_features=20, bias=True)
  (17): ReLU()
  (18): LayerNorm((20,), eps=1e-05, elementwise_affine=True)
  (19): Linear(in_features=20, out_features=1, bias=True)
), 'index': 3}",female,0.4596,0.8821,0.8652
"{'lr_rate': 0.0005, 'batch': 2048, 'decay': 0, 'weighted_decay': 0, 'net': Sequential(
  (0): Dropout(p=0.001, inplace=False)
  (1): Linear(in_features=15, out_features=10, bias=True)
  (2): ReLU()
  (3): BatchNorm1d(10, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (4): Linear(in_features=10, out_features=20, bias=True)
  (5): ReLU()
  (6): LayerNorm((20,), eps=1e-05, elementwise_affine=True)
  (7): Linear(in_features=20, out_features=40, bias=True)
  (8): ReLU()
  (9): BatchNorm1d(40, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (10): Linear(in_features=40, out_features=40, bias=True)
  (11): ReLU()
  (12): LayerNorm((40,), eps=1e-05, elementwise_affine=True)
  (13): Linear(in_features=40, out_features=40, bias=True)
  (14): ReLU()
  (15): BatchNorm1d(40, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (16): Linear(in_features=40, out_features=20, bias=True)
  (17): ReLU()
  (18): LayerNorm((20,), eps=1e-05, elementwise_affine=True)
  (19): Linear(in_features=20, out_features=1, bias=True)
), 'index': 4}",female,0.4596,0.8821,0.8652
"{'lr_rate': 0.0005, 'batch': 1024, 'decay': 0, 'weighted_decay': 0, 'net': Sequential(
  (0): Dropout(p=0.001, inplace=False)
  (1): Linear(in_features=15, out_features=10, bias=True)
  (2): ReLU()
  (3): BatchNorm1d(10, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (4): Linear(in_features=10, out_features=20, bias=True)
  (5): ReLU()
  (6): LayerNorm((20,), eps=1e-05, elementwise_affine=True)
  (7): Linear(in_features=20, out_features=40, bias=True)
  (8): ReLU()
  (9): BatchNorm1d(40, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (10): Linear(in_features=40, out_features=40, bias=True)
  (11): ReLU()
  (12): LayerNorm((40,), eps=1e-05, elementwise_affine=True)
  (13): Linear(in_features=40, out_features=40, bias=True)
  (14): ReLU()
  (15): BatchNorm1d(40, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (16): Linear(in_features=40, out_features=20, bias=True)
  (17): ReLU()
  (18): LayerNorm((20,), eps=1e-05, elementwise_affine=True)
  (19): Linear(in_features=20, out_features=1, bias=True)
), 'index': 5}",female,0.4596,0.8821,0.8652
"{'lr_rate': 0.001, 'batch': 4096, 'decay': 0, 'weighted_decay': 0, 'net': Sequential(
  (0): Dropout(p=0.001, inplace=False)
  (1): Linear(in_features=15, out_features=10, bias=True)
  (2): ReLU()
  (3): BatchNorm1d(10, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (4): Linear(in_features=10, out_features=20, bias=True)
  (5): ReLU()
  (6): LayerNorm((20,), eps=1e-05, elementwise_affine=True)
  (7): Linear(in_features=20, out_features=40, bias=True)
  (8): ReLU()
  (9): BatchNorm1d(40, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (10): Linear(in_features=40, out_features=40, bias=True)
  (11): ReLU()
  (12): LayerNorm((40,), eps=1e-05, elementwise_affine=True)
  (13): Linear(in_features=40, out_features=40, bias=True)
  (14): ReLU()
  (15): BatchNorm1d(40, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (16): Linear(in_features=40, out_features=20, bias=True)
  (17): ReLU()
  (18): LayerNorm((20,), eps=1e-05, elementwise_affine=True)
  (19): Linear(in_features=20, out_features=1, bias=True)
), 'index': 6}",female,0.4596,0.8821,0.8652
"{'lr_rate': 0.001, 'batch': 2048, 'decay': 0, 'weighted_decay': 0, 'net': Sequential(
  (0): Dropout(p=0.001, inplace=False)
  (1): Linear(in_features=15, out_features=10, bias=True)
  (2): ReLU()
  (3): BatchNorm1d(10, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (4): Linear(in_features=10, out_features=20, bias=True)
  (5): ReLU()
  (6): LayerNorm((20,), eps=1e-05, elementwise_affine=True)
  (7): Linear(in_features=20, out_features=40, bias=True)
  (8): ReLU()
  (9): BatchNorm1d(40, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (10): Linear(in_features=40, out_features=40, bias=True)
  (11): ReLU()
  (12): LayerNorm((40,), eps=1e-05, elementwise_affine=True)
  (13): Linear(in_features=40, out_features=40, bias=True)
  (14): ReLU()
  (15): BatchNorm1d(40, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (16): Linear(in_features=40, out_features=20, bias=True)
  (17): ReLU()
  (18): LayerNorm((20,), eps=1e-05, elementwise_affine=True)
  (19): Linear(in_features=20, out_features=1, bias=True)
), 'index': 7}",female,0.4596,0.8821,0.8652
"{'lr_rate': 0.001, 'batch': 1024, 'decay': 0, 'weighted_decay': 0, 'net': Sequential(
  (0): Dropout(p=0.001, inplace=False)
  (1): Linear(in_features=15, out_features=10, bias=True)
  (2): ReLU()
  (3): BatchNorm1d(10, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (4): Linear(in_features=10, out_features=20, bias=True)
  (5): ReLU()
  (6): LayerNorm((20,), eps=1e-05, elementwise_affine=True)
  (7): Linear(in_features=20, out_features=40, bias=True)
  (8): ReLU()
  (9): BatchNorm1d(40, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (10): Linear(in_features=40, out_features=40, bias=True)
  (11): ReLU()
  (12): LayerNorm((40,), eps=1e-05, elementwise_affine=True)
  (13): Linear(in_features=40, out_features=40, bias=True)
  (14): ReLU()
  (15): BatchNorm1d(40, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (16): Linear(in_features=40, out_features=20, bias=True)
  (17): ReLU()
  (18): LayerNorm((20,), eps=1e-05, elementwise_affine=True)
  (19): Linear(in_features=20, out_features=1, bias=True)
), 'index': 8}",female,0.4596,0.8821,0.8652
"{'lr_rate': 0.005, 'batch': 4096, 'decay': 0, 'weighted_decay': 0, 'net': Sequential(
  (0): Dropout(p=0.001, inplace=False)
  (1): Linear(in_features=15, out_features=10, bias=True)
  (2): ReLU()
  (3): BatchNorm1d(10, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (4): Linear(in_features=10, out_features=20, bias=True)
  (5): ReLU()
  (6): LayerNorm((20,), eps=1e-05, elementwise_affine=True)
  (7): Linear(in_features=20, out_features=40, bias=True)
  (8): ReLU()
  (9): BatchNorm1d(40, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (10): Linear(in_features=40, out_features=40, bias=True)
  (11): ReLU()
  (12): LayerNorm((40,), eps=1e-05, elementwise_affine=True)
  (13): Linear(in_features=40, out_features=40, bias=True)
  (14): ReLU()
  (15): BatchNorm1d(40, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (16): Linear(in_features=40, out_features=20, bias=True)
  (17): ReLU()
  (18): LayerNorm((20,), eps=1e-05, elementwise_affine=True)
  (19): Linear(in_features=20, out_features=1, bias=True)
), 'index': 9}",female,0.4596,0.8821,0.8652
